vaalipiiri;id;puolue;sukupuoli;toimin tällä hetkellä kansanedustajana;valittu;koulutus;vuositulot;suomessa on liian helppo elää sosiaaliturvan varassa;kaupan ja muiden liikkeiden aukioloajat on vapautettava;suomessa on siirryttävä perustuloon joka korvaisi nykyisen sosiaaliturvan vähimmäistason;työntekijälle on turvattava lailla minimityöaika;ansiosidonnaisen työttömyysturvan kestoa pitää lyhentää;euron ulkopuolella suomi pärjäisi paremmin;ruoan verotusta on varaa kiristää;valtion ja kuntien taloutta on tasapainotettava ensisijaisesti leikkaamalla menoja;lapsilisiä on korotettava ja laitettava verolle;suomella ei ole varaa nykyisen laajuisiin sosiaali- ja terveyspalveluihin;nato-jäsenyys vahvistaisi suomen turvallisuuspoliittista asemaa;suomeen tarvitaan enemmän poliiseja;maahanmuuttoa suomeen on rajoitettava terrorismin uhan vuoksi;venäjän etupiiripolitiikka on uhka suomelle;verkkovalvonnassa valtion turvallisuus on tärkeämpää kuin kansalaisten yksityisyyden suoja;suomen on osallistuttava isisin vastaiseen taisteluun kouluttamalla irakin hallituksen joukkoja;parantumattomasti sairaalla on oltava oikeus avustettuun kuolemaan;terveys- ja sosiaalipalvelut on tuotettava ensijaisesti julkisina palveluina;viranomaisten pitää puuttua lapsiperheiden ongelmiin nykyistä herkemmin;vanhuksen ja hänen omaistensa vastuuta hoitokustannuksista on lisättävä;kansalaisten oikeus terveyspalveluihin on tärkeämpää kuin kuntien itsehallinto;ilmastonmuutoksen hillitseminen pitää asettaa teollisuuden kilpailukyvyn edelle;geenimuunneltu ruoka on turvallista ihmiselle ja ympäristölle;suomen pitää ottaa suurempi vastuu eu:n alueelle tulevista turvapaikanhakijoista;on aika luopua ajatuksesta, että koko suomi on pidettävä asuttuna;peruskoulun opetusryhmien koko on rajattava lailla esimerkiksi 20 oppilaaseen
03;5525;3;1;1;1;1;1;1;4;5;4;2;2;2;1;2;1;2;2;1;4;1;4;4;4;4;2;5;5;3;4;3;4
09;4304;9;1;0;0;1;0;4;4;2;4;4;2;4;4;4;4;4;4;2;4;4;4;4;4;4;4;4;4;2;2;2;4
03;5389;2;1;0;0;0;0;2;5;4;4;1;1;1;2;2;2;4;5;2;4;4;5;4;4;2;2;5;4;1;2;4;4
03;5132;9;1;0;0;0;0;5;5;2;1;4;2;1;4;1;5;5;4;2;5;4;4;5;2;5;4;5;1;1;1;5;1
01;4475;6;1;0;0;1;0;1;1;5;5;1;1;1;2;4;1;1;5;1;1;3;1;3;5;4;1;2;5;2;4;1;5
07;6346;0;1;0;0;0;0;2;5;5;2;1;2;2;2;4;1;2;4;1;2;1;2;5;5;5;2;2;5;2;2;4;4
01;5496;5;1;0;0;1;0;2;5;4;5;1;4;1;4;4;2;4;5;5;4;2;1;4;4;2;1;5;1;2;1;5;5
03;5191;0;1;0;0;0;0;1;2;4;5;2;5;1;2;4;1;1;2;1;2;2;1;5;5;2;1;4;5;1;4;2;4
10;5160;3;1;0;0;1;0;1;5;5;4;2;1;1;4;4;2;1;4;2;2;4;1;4;2;4;1;5;5;1;4;1;5
12;5057;7;0;0;0;1;0;4;2;4;4;2;2;2;4;4;2;2;2;2;4;4;1;1;4;5;2;4;4;2;4;1;2
12;4768;6;0;0;0;1;0;4;4;4;5;1;5;1;1;1;4;1;5;5;1;5;1;1;5;5;1;5;5;1;5;1;5
02;4329;3;0;0;0;1;0;2;2;5;4;2;2;2;2;4;2;2;4;1;2;2;2;5;5;5;2;5;5;2;5;2;4
04;4417;1;1;0;0;1;0;1;4;5;5;1;2;1;1;3;1;1;4;1;4;2;4;5;5;4;2;5;4;2;4;2;4
02;4783;6;0;0;0;1;0;4;2;2;4;2;2;2;4;4;4;4;4;2;4;4;3;1;4;4;2;4;2;2;4;2;4
04;5420;8;0;0;0;0;0;1;1;4;5;4;1;1;4;1;1;5;4;1;5;4;1;4;5;5;4;5;1;1;5;1;1
04;5425;8;1;0;0;0;0;1;2;4;5;4;1;1;4;1;5;5;4;1;5;5;4;4;4;5;4;5;4;1;4;1;2
03;4800;9;1;0;0;0;0;4;2;1;1;5;1;1;4;1;2;4;4;2;2;4;1;3;4;2;2;5;2;2;1;2;2
04;4935;2;1;0;0;0;0;2;2;1;5;1;1;1;2;5;2;1;5;2;4;4;1;4;5;5;4;4;4;1;4;1;5
01;5256;6;1;0;0;1;0;4;3;4;2;4;5;1;4;3;4;2;4;4;2;2;4;2;4;2;3;4;4;2;1;3;2
07;5714;2;1;0;1;1;0;2;2;2;5;1;2;1;1;4;1;1;4;2;2;2;4;2;5;4;1;4;4;1;4;2;4
07;4191;5;1;0;0;1;0;2;4;4;5;1;4;1;4;2;2;1;4;5;2;4;1;5;5;4;2;5;1;1;1;1;2
02;5066;8;0;0;0;1;0;1;5;5;4;5;1;2;4;5;2;4;5;1;4;4;5;5;4;4;2;5;5;1;5;2;5
06;4442;0;1;0;0;0;0;1;2;5;5;1;4;1;1;4;1;1;2;2;2;1;4;5;5;5;4;5;4;1;2;2;5
02;5850;4;1;0;0;1;0;1;4;5;4;1;5;1;1;1;1;1;5;5;1;2;1;2;5;4;1;2;4;2;2;1;5
10;5722;8;0;0;0;1;0;1;2;2;4;1;1;1;2;4;1;2;4;1;5;2;4;1;4;5;1;2;4;1;5;4;2
01;5314;1;1;0;0;0;0;2;2;5;4;1;2;1;2;2;1;1;5;1;4;1;4;5;5;4;2;4;4;2;4;1;5
08;5103;9;0;0;0;1;0;4;4;2;2;2;1;1;4;1;4;3;4;2;3;4;3;4;2;4;4;4;2;2;2;1;2
02;5809;8;0;1;1;0;1;2;4;2;2;4;2;2;2;2;2;4;2;1;2;4;5;2;4;4;2;4;2;1;5;1;2
10;5559;8;1;1;1;0;1;1;4;2;1;4;1;2;5;1;4;5;2;1;5;2;4;1;2;2;1;5;2;4;5;1;2
09;4353;0;1;0;0;0;0;4;2;5;5;1;4;1;1;1;1;1;4;1;2;4;2;5;5;4;1;5;5;2;2;4;5
02;4748;1;1;0;0;0;0;1;2;5;5;5;4;1;1;1;1;1;1;1;5;3;1;5;5;4;1;3;5;1;5;1;5
13;5325;3;1;0;0;1;0;2;2;5;4;1;1;2;2;2;2;2;5;2;4;4;2;4;5;4;4;4;4;1;4;2;4
12;5684;8;0;0;0;1;0;4;2;4;5;2;1;1;2;1;1;1;2;1;2;3;3;4;2;4;1;3;3;1;2;1;4
10;5853;7;1;0;0;0;0;4;2;4;4;4;2;2;2;4;2;2;5;2;4;4;4;2;4;4;2;2;2;1;2;1;2
02;5919;8;1;0;0;1;0;1;2;5;2;4;1;1;4;1;1;1;2;1;5;1;5;4;5;2;1;5;5;2;5;2;2
13;4342;2;1;0;0;0;0;2;4;2;5;1;2;1;2;5;2;2;5;1;2;2;2;5;5;2;2;5;4;2;4;1;4
07;5818;0;1;0;0;0;0;2;4;4;5;2;1;2;5;4;1;1;5;5;1;5;2;1;5;5;2;5;4;2;1;1;4
02;5154;7;0;0;0;1;0;4;5;4;1;4;2;1;4;1;3;2;3;3;4;4;1;3;1;4;1;4;2;2;2;2;2
01;4912;3;0;0;0;1;0;1;4;5;4;2;1;1;1;4;1;1;4;1;2;2;4;5;5;4;1;5;5;2;5;4;4
13;6123;2;0;0;0;0;0;2;4;4;4;2;2;5;2;2;2;2;5;2;3;4;3;3;4;5;1;4;4;2;3;1;4
01;4846;0;1;0;0;1;1;2;5;5;1;2;1;1;4;4;2;5;2;2;5;2;2;4;2;2;4;5;4;2;1;2;1
11;6080;7;1;0;0;1;0;2;2;2;5;2;4;1;4;4;2;2;5;4;4;5;4;1;4;4;2;2;2;2;4;1;4
09;4492;5;1;1;1;0;1;4;5;2;5;1;5;1;1;2;2;2;5;5;4;2;1;1;5;5;2;5;1;1;1;1;4
13;5206;9;1;0;0;1;1;4;5;2;2;5;1;2;5;2;2;5;4;2;4;4;4;4;2;4;2;5;2;4;4;1;2
10;5796;9;1;0;0;0;0;5;5;1;1;2;1;1;5;1;5;5;5;2;4;2;4;4;1;5;4;5;2;2;1;4;1
13;5385;2;0;1;1;1;1;2;2;2;4;2;2;1;2;4;4;1;4;2;2;2;4;4;5;4;2;4;2;2;4;1;4
12;5751;7;1;0;0;1;0;4;4;4;2;4;4;1;4;4;2;2;5;2;4;5;2;1;4;4;2;5;2;2;1;1;4
06;4707;3;0;0;0;1;0;2;2;5;4;4;2;2;2;2;1;2;2;1;4;4;4;4;4;5;4;4;5;2;5;2;2
13;5163;0;1;0;0;0;0;2;5;4;2;2;4;2;2;2;2;2;2;2;2;2;2;4;4;4;2;4;3;2;2;4;4
07;5171;0;1;0;0;0;0;5;4;2;2;5;1;1;5;2;4;4;4;4;3;4;4;4;2;5;2;5;2;4;2;1;2
02;4332;2;0;0;0;1;0;2;2;1;5;1;2;1;2;4;2;1;4;1;4;4;4;5;5;4;2;4;4;4;4;4;5
09;4953;7;0;0;0;1;0;4;5;4;4;4;2;1;4;2;2;2;4;2;2;5;1;4;5;4;2;5;4;2;4;2;2
10;5495;8;1;0;0;1;0;2;5;2;2;5;1;1;4;2;5;4;4;2;2;4;5;4;4;4;2;4;1;4;2;1;4
08;4288;1;1;0;0;0;0;2;4;4;5;1;4;1;2;2;2;2;2;1;4;1;2;5;5;5;1;4;4;1;4;1;4
07;5585;9;1;0;0;1;1;4;5;2;2;4;2;1;4;2;4;2;4;2;5;4;2;4;4;2;2;4;2;2;1;1;1
13;4522;2;1;0;0;1;0;2;5;1;5;1;2;1;4;5;5;1;5;2;2;5;1;3;2;5;4;5;4;3;2;1;5
08;6173;8;0;0;0;1;0;2;5;3;3;4;1;1;4;1;4;4;3;1;4;2;2;4;4;5;1;4;4;1;4;4;5
02;5650;3;0;0;0;1;0;2;4;5;4;2;2;2;2;4;2;2;4;2;2;2;2;5;5;4;4;4;4;1;4;2;4
09;4260;1;1;0;0;1;0;1;2;4;5;1;4;2;1;5;1;1;4;1;2;4;2;4;5;4;1;5;5;1;4;1;5
02;5628;9;0;0;0;0;1;4;5;1;1;4;2;2;4;2;2;5;4;1;3;4;2;3;1;4;2;5;2;2;2;4;2
02;5793;9;0;0;0;1;1;4;5;2;2;2;2;1;4;1;2;4;4;2;2;4;4;2;2;4;2;4;4;2;2;4;2
03;4373;9;1;1;1;1;1;4;4;4;2;4;1;2;4;2;2;4;4;2;4;4;5;4;4;5;4;5;2;2;4;1;1
01;4335;3;1;0;0;1;0;2;5;5;2;4;2;5;1;2;2;5;2;1;4;1;4;5;4;4;2;5;5;5;5;5;1
04;5618;5;0;0;0;1;0;4;4;5;4;2;4;2;4;2;1;2;5;5;4;2;2;5;5;4;2;5;2;1;1;2;5
02;5593;6;0;0;0;1;0;4;4;1;4;5;4;1;2;2;2;2;5;1;2;2;1;1;5;5;2;4;5;2;4;1;4
07;5521;7;1;0;0;1;0;4;4;5;1;4;2;1;5;2;4;2;4;2;4;4;2;4;4;4;4;5;2;2;2;2;2
13;5516;4;1;0;0;0;0;4;4;4;5;2;5;1;4;1;4;1;4;2;2;2;1;4;4;4;1;3;2;2;1;1;4
02;5671;0;1;0;0;0;0;2;5;5;1;4;2;1;5;1;4;5;1;2;5;1;1;5;2;2;2;2;2;5;2;5;2
11;6070;5;1;0;0;0;0;5;5;5;5;1;5;1;4;5;1;1;5;5;5;4;1;5;5;5;4;5;1;1;1;1;5
09;5613;5;1;0;0;1;0;2;5;4;2;1;5;1;4;1;1;1;5;5;5;1;1;5;5;5;1;5;1;1;1;1;1
12;4862;1;1;0;0;0;0;1;2;4;5;1;2;1;2;2;1;1;4;2;2;2;2;3;5;5;2;4;4;4;4;1;4
12;5077;3;0;0;0;1;0;1;5;5;4;2;2;1;4;1;1;2;4;1;2;4;2;4;5;4;1;5;5;2;4;2;4
08;4312;2;0;1;1;0;1;2;4;1;4;2;1;2;2;4;2;1;2;2;1;4;4;2;5;5;2;4;2;2;2;2;2
01;5868;2;0;0;0;1;0;1;2;2;5;2;1;1;1;1;2;1;2;1;2;4;1;4;5;4;1;5;4;2;4;2;4
07;4360;0;0;0;0;0;0;1;2;4;5;1;5;1;1;4;1;1;2;2;2;2;1;4;5;4;2;4;5;2;5;2;5
01;4557;5;1;1;1;1;1;5;2;4;2;5;4;1;5;3;5;1;5;5;2;5;4;5;5;4;5;5;1;3;1;5;1
09;4551;7;1;0;0;1;0;2;4;4;2;5;2;1;2;1;4;4;5;1;5;2;4;5;4;4;4;2;4;4;2;2;2
02;4725;2;0;0;0;1;1;2;4;2;5;1;4;1;2;2;2;1;5;2;1;2;1;4;5;4;2;4;2;2;1;4;4
11;6078;9;0;0;0;1;0;2;5;2;5;4;2;1;4;2;2;4;5;2;2;4;3;5;2;4;2;1;4;2;2;4;4
08;5685;7;1;0;0;1;0;5;4;2;4;4;4;1;4;4;2;3;5;5;5;5;5;3;4;5;2;2;1;2;1;1;3
01;5194;7;0;0;0;1;0;1;5;4;5;4;2;1;5;2;1;2;2;2;4;2;2;5;4;5;2;4;4;2;4;1;2
08;6024;7;1;0;1;0;0;2;4;4;4;4;2;2;4;4;2;2;4;2;4;4;4;2;4;4;2;4;2;2;2;1;2
04;5951;3;0;0;0;1;0;2;4;5;2;4;2;1;4;5;4;4;4;4;2;2;3;3;4;4;2;4;5;1;2;1;4
08;5594;6;0;1;0;1;1;2;1;2;5;4;2;1;2;4;2;2;5;2;4;5;2;1;4;5;2;4;2;1;2;1;4
04;4573;0;1;0;0;0;0;2;5;5;2;2;2;1;4;2;2;1;2;1;4;1;4;4;4;4;4;2;5;4;2;2;2
02;5892;6;1;0;0;0;0;5;4;4;4;5;4;2;5;2;5;1;4;4;5;4;1;1;1;5;2;5;1;1;2;1;5
11;5265;9;1;1;0;1;1;4;4;2;2;4;2;4;4;2;4;4;4;2;4;4;4;1;1;4;2;4;2;2;4;2;2
11;4969;7;0;1;1;1;1;2;4;5;5;2;2;1;4;2;2;1;5;2;4;2;4;2;5;5;2;4;4;1;4;1;4
10;5002;7;0;0;0;0;0;4;2;5;4;4;2;1;5;2;2;2;4;4;2;4;1;1;4;2;2;4;2;1;2;1;2
07;4760;5;0;0;0;0;0;4;5;4;2;5;5;1;5;4;5;4;5;5;5;3;2;1;4;5;2;4;1;4;1;1;4
10;5814;5;0;0;0;0;0;2;4;4;5;1;4;1;4;2;1;1;5;4;4;2;2;3;4;4;2;2;2;1;2;1;4
06;4308;1;1;0;0;0;0;2;4;5;2;2;4;1;2;2;1;1;2;1;2;2;2;4;5;2;2;4;4;2;4;4;4
02;4509;4;1;0;0;0;0;4;4;3;4;4;5;1;1;3;1;1;4;5;1;4;2;3;5;2;1;3;1;3;1;4;1
07;5997;9;0;0;0;0;0;4;5;4;1;5;1;1;1;1;2;5;4;2;5;5;4;5;1;1;2;5;4;1;2;1;1
08;4905;6;0;0;0;0;0;2;2;4;5;2;2;1;2;2;2;4;4;2;4;2;5;2;5;4;2;2;4;2;4;1;2
07;4376;9;1;0;0;1;1;4;4;2;2;4;1;2;2;2;2;4;5;2;4;5;2;1;4;4;2;5;4;5;2;2;1
12;6115;7;0;0;0;1;0;4;2;4;2;5;2;1;2;2;2;1;2;4;4;5;2;4;4;5;2;4;4;1;2;1;4
02;5915;0;0;0;0;0;0;2;2;4;5;2;4;1;2;4;2;1;4;2;2;4;5;1;5;5;4;4;4;2;4;2;4
02;4680;0;1;0;0;0;0;4;5;4;1;4;5;4;4;3;2;4;2;1;4;1;2;5;2;3;2;4;4;4;3;5;2
02;5494;4;1;0;0;1;0;1;4;4;4;1;5;1;1;2;1;1;4;2;1;1;1;4;5;2;1;2;2;1;1;1;2
01;5805;9;1;0;0;1;0;4;5;5;2;4;1;2;5;1;5;5;4;1;4;2;2;5;2;4;5;5;4;4;5;5;4
10;4452;2;1;0;0;0;0;2;4;1;5;1;2;1;2;5;2;2;4;2;4;2;2;4;5;4;2;5;2;3;1;4;2
07;5007;3;1;0;1;1;1;2;4;5;5;4;2;2;2;2;2;2;4;1;2;1;4;5;4;4;2;4;5;2;4;4;4
12;5177;7;0;0;1;1;0;2;4;4;2;2;1;2;2;2;4;2;2;2;2;4;4;4;4;4;4;4;4;2;4;1;2
01;5848;1;1;0;0;1;1;1;2;5;5;1;4;1;1;2;1;1;4;1;4;1;2;5;5;4;2;3;5;2;4;1;4
02;5694;9;0;0;0;0;0;5;5;3;2;5;1;1;5;1;4;5;5;2;5;5;3;5;1;5;3;5;4;2;1;4;1
06;6213;2;1;0;0;1;0;1;2;4;5;1;1;1;1;1;1;2;5;2;4;4;4;2;5;4;2;5;2;1;4;1;5
09;4837;3;0;0;0;1;0;1;2;5;4;4;1;1;2;4;2;1;1;1;2;2;4;5;4;5;2;5;5;2;4;2;4
08;4942;5;1;0;0;0;0;2;5;4;2;2;4;1;4;2;4;4;4;4;5;5;2;1;4;4;1;4;2;2;1;2;5
09;5546;3;1;0;0;1;0;1;4;5;4;2;1;2;4;1;4;5;2;1;2;1;2;5;4;4;2;5;5;4;4;2;4
12;5846;0;1;0;0;1;0;2;5;5;2;4;4;1;5;1;4;4;4;1;4;1;1;5;4;2;1;5;4;5;1;1;4
11;5621;7;1;1;1;1;1;4;2;2;2;4;2;1;4;2;1;2;5;4;2;4;1;1;4;4;2;4;2;2;2;1;2
06;5980;1;0;1;1;0;1;1;2;5;5;1;2;1;1;4;1;1;5;1;2;2;4;5;5;5;1;5;5;1;4;2;5
02;5058;1;0;0;0;0;0;1;5;5;5;1;1;1;1;4;1;1;4;1;1;2;4;5;5;4;1;5;4;2;5;1;5
01;4210;9;0;1;1;1;0;2;5;2;2;4;2;1;5;2;4;5;4;2;4;4;4;4;2;5;4;5;4;4;2;4;2
01;5869;7;0;1;0;1;0;2;2;4;4;2;2;2;2;2;2;2;2;2;4;2;4;1;4;4;2;4;4;2;4;2;2
08;5261;7;0;0;0;1;0;4;4;4;2;4;2;1;4;2;2;2;4;2;2;2;4;5;4;4;2;2;4;2;4;2;2
08;4811;0;1;0;0;0;0;2;5;5;3;3;2;1;4;3;3;3;5;2;4;1;3;5;5;3;1;3;4;2;3;3;3
01;5253;8;1;0;0;0;0;2;5;4;2;4;2;2;4;2;4;5;4;1;5;1;4;4;2;4;1;4;4;4;4;5;4
11;5665;3;0;0;0;1;0;2;4;5;4;2;2;2;2;4;4;1;4;1;4;4;4;5;5;4;2;4;5;2;4;2;5
11;4423;2;0;1;0;1;1;1;1;1;4;1;1;1;1;2;1;1;5;1;2;2;4;1;5;5;2;5;1;1;4;1;5
10;5674;4;1;0;0;0;0;2;5;5;5;4;5;1;5;2;2;1;5;2;5;1;1;5;5;2;2;1;2;1;2;2;2
01;5503;0;1;0;0;1;1;2;5;5;2;2;1;1;4;2;1;5;2;2;4;2;3;3;4;2;1;5;4;4;3;5;2
01;4338;0;1;0;0;0;0;2;4;4;5;2;2;1;4;4;2;2;4;4;2;4;2;4;1;4;2;4;4;2;1;2;4
12;6108;9;0;0;0;0;0;4;5;2;2;4;2;1;4;2;4;5;5;4;2;4;1;4;1;5;2;5;2;2;1;1;2
01;4150;3;1;0;0;1;0;1;4;5;2;2;3;1;1;4;1;2;4;1;4;1;4;5;5;5;1;4;5;2;5;4;2
10;4298;0;1;0;0;1;0;1;5;5;4;1;2;1;4;2;5;1;2;1;2;1;4;5;4;2;4;2;2;4;2;2;5
05;5283;0;1;0;0;0;0;2;4;1;1;4;4;1;5;4;2;4;4;1;5;1;4;4;4;4;1;5;2;1;4;1;2
10;5298;4;1;0;0;0;0;2;2;5;4;2;5;1;1;4;1;1;4;2;1;2;1;4;5;5;2;5;5;1;1;1;4
08;6355;0;1;0;0;0;0;1;1;4;5;1;5;1;1;4;1;1;4;1;1;2;1;3;5;4;1;5;4;1;3;1;5
09;5530;0;1;0;0;0;0;2;5;5;4;4;2;1;1;2;1;1;1;1;1;1;1;5;4;2;2;5;4;1;1;5;5
09;4924;3;0;0;0;1;0;2;4;5;4;1;2;2;4;1;4;2;4;1;2;2;2;4;4;4;2;4;4;2;4;2;5
01;4245;6;1;0;0;0;0;2;2;2;2;2;4;2;2;2;4;4;4;4;4;5;4;1;2;5;1;4;2;4;2;1;4
04;4951;7;0;0;0;1;0;2;5;4;2;1;2;1;5;4;2;2;5;2;4;4;1;5;4;5;4;4;2;1;2;1;4
01;5710;1;0;0;0;1;0;1;1;5;5;1;4;1;1;2;1;1;4;1;2;2;2;5;5;4;1;4;5;1;5;2;5
11;6079;9;0;0;0;0;0;4;5;4;2;2;2;1;4;1;4;5;5;4;4;5;1;5;2;5;1;4;2;1;2;1;2
08;5400;1;0;0;0;0;0;1;4;5;5;1;2;1;1;1;1;1;2;1;2;4;1;4;5;4;1;5;4;2;5;1;4
07;5686;3;0;0;0;1;0;1;4;5;4;2;2;1;2;1;2;2;5;2;2;2;2;4;4;4;2;4;5;2;4;2;5
12;4798;2;1;1;0;0;1;2;1;2;5;1;1;1;1;4;2;1;4;4;1;2;2;2;5;4;2;5;4;1;4;2;4
13;5030;1;1;0;0;0;0;1;4;1;5;1;2;1;2;2;2;1;4;2;1;4;2;5;5;4;2;4;4;2;4;1;2
09;6028;1;1;0;0;0;0;1;2;5;5;1;4;1;1;5;1;1;5;4;2;1;1;5;5;5;3;1;2;1;1;1;4
12;5476;9;1;0;0;0;1;4;4;2;2;4;1;1;2;2;4;4;4;4;4;5;1;1;4;5;1;5;2;1;1;2;2
03;4594;5;1;0;0;0;0;2;2;2;2;2;5;1;4;4;2;1;4;2;2;1;1;3;4;2;2;2;2;1;1;1;2
09;5595;6;1;0;0;0;0;2;2;3;4;1;4;1;1;2;2;1;4;2;4;2;1;1;2;4;2;2;2;1;1;1;4
07;4589;2;1;0;0;1;0;1;1;4;5;1;1;1;2;1;1;1;2;1;2;1;1;2;5;1;1;5;4;1;4;1;5
10;5250;7;1;0;0;0;0;2;5;4;4;1;2;1;4;2;2;1;2;2;2;4;1;4;5;4;4;3;3;2;2;1;2
07;6005;7;1;1;1;0;1;4;4;4;4;4;2;1;4;2;4;1;4;4;4;4;4;4;2;4;2;4;2;2;2;2;2
13;5235;1;0;0;0;1;0;1;5;5;5;2;4;2;1;2;2;1;4;2;2;2;1;5;5;4;1;4;4;1;4;1;2
12;5744;3;0;0;0;1;0;1;2;5;2;2;1;1;2;2;1;2;2;1;3;2;1;4;5;4;1;4;5;4;4;4;4
06;5102;0;1;0;0;0;0;1;1;4;5;1;5;1;1;4;1;1;4;1;1;1;1;3;5;2;1;1;5;1;5;1;4
01;4764;0;1;0;0;1;0;2;5;5;2;4;4;1;2;2;2;1;4;1;2;1;3;5;5;3;1;5;5;2;4;4;4
10;4453;0;0;0;0;1;0;1;1;4;5;1;4;1;1;1;1;1;5;1;1;2;1;5;5;4;1;4;5;1;4;1;5
02;5096;5;0;0;0;1;0;1;5;5;4;4;5;4;2;2;1;2;4;2;2;4;1;5;4;2;4;5;4;2;2;5;1
13;5775;4;1;0;0;0;0;2;5;4;5;1;2;2;4;2;2;4;4;4;5;2;5;5;4;5;1;4;4;2;1;1;2
03;4273;2;1;0;0;0;0;1;5;5;5;1;1;1;1;5;1;1;3;1;1;1;1;3;5;5;1;5;4;1;5;2;2
03;4574;3;1;0;0;1;0;1;5;5;4;2;2;1;2;4;2;4;4;1;5;1;1;5;5;5;2;5;5;5;5;5;4
06;5334;6;1;0;0;0;0;3;2;2;2;2;2;1;5;2;2;2;4;4;4;4;4;1;4;4;2;3;3;2;4;4;2
02;5830;8;0;0;0;1;0;1;4;4;4;1;1;1;2;4;2;2;4;1;2;2;4;2;4;4;1;2;4;1;5;2;4
07;4175;1;1;0;0;1;0;2;4;5;5;2;2;1;1;5;1;2;4;1;4;2;3;5;5;2;2;4;5;4;5;4;5
10;6369;3;0;0;0;0;0;4;4;5;5;4;1;2;4;2;2;1;4;1;4;2;2;5;4;5;1;3;5;1;4;2;4
11;4691;1;0;0;0;1;0;1;1;5;5;1;2;1;1;1;1;1;2;1;2;1;1;2;5;4;1;4;5;1;5;4;5
07;4213;5;1;0;0;1;0;4;4;2;1;5;4;1;4;2;2;5;4;4;4;4;2;3;2;4;2;4;2;2;1;4;4
03;5427;6;1;0;0;0;0;4;2;2;5;2;2;2;4;2;2;2;4;2;2;2;2;2;2;4;4;2;4;2;2;2;2
02;5408;1;1;0;0;1;0;2;4;5;5;2;4;1;1;4;2;2;4;1;4;2;5;5;5;2;2;4;4;2;5;2;4
07;5100;2;0;0;0;1;0;2;2;1;5;1;1;1;2;5;2;1;4;2;2;4;1;2;5;4;1;2;4;1;4;4;4
11;5226;2;1;0;0;0;0;4;2;4;5;1;2;1;2;4;2;2;4;3;3;4;3;4;5;4;2;4;2;2;2;2;5
01;5739;0;1;0;0;0;0;1;5;5;5;2;2;2;4;2;3;2;4;2;4;1;2;5;5;4;4;4;5;4;2;4;4
10;5556;6;0;0;0;0;0;4;2;2;2;1;2;1;4;2;2;4;5;2;4;4;4;1;4;4;2;5;4;4;5;2;4
11;4180;6;0;0;0;1;0;4;2;5;5;1;2;2;5;2;5;1;5;4;4;4;1;1;2;5;2;5;2;1;2;1;5
03;5931;0;0;0;0;0;0;1;2;2;5;1;4;1;2;4;2;1;4;1;1;2;3;4;5;4;2;4;4;2;4;2;5
11;5098;0;0;0;0;0;0;2;5;5;2;3;2;1;2;2;1;3;4;1;2;1;3;5;4;2;3;4;4;4;2;4;4
07;5405;6;0;0;0;1;0;2;1;1;2;4;5;1;5;1;1;2;2;4;5;4;5;1;4;5;1;5;4;1;1;1;4
01;4572;7;1;0;0;1;0;2;2;4;3;3;3;2;2;3;2;2;4;2;2;2;2;4;5;4;2;5;4;3;4;2;3
07;4770;0;1;0;0;0;0;2;5;4;2;4;2;1;5;4;2;2;5;2;4;2;2;5;4;4;2;4;4;1;1;4;2
10;5149;7;1;1;1;1;1;2;2;4;2;2;2;1;2;3;2;2;4;2;2;3;4;2;4;2;2;4;2;2;3;1;2
13;4148;1;1;0;0;1;1;1;2;5;5;1;4;1;1;2;1;1;2;1;2;2;2;5;5;2;2;2;4;1;5;1;5
09;6029;1;0;0;0;1;0;1;1;5;5;1;2;1;2;1;1;1;1;1;1;2;5;1;5;2;2;4;4;2;2;2;4
06;5571;3;0;0;0;1;0;1;5;5;4;2;2;1;2;2;1;1;4;1;1;1;2;5;5;5;1;4;5;1;5;4;4
08;4914;3;1;0;0;1;0;2;5;4;4;4;2;1;2;2;2;4;4;1;4;2;2;5;5;4;2;4;4;1;2;1;2
12;5431;7;1;0;1;1;0;5;5;2;1;4;2;1;5;2;1;1;5;2;2;4;1;5;1;2;1;4;1;4;1;1;2
01;5028;7;0;0;0;1;0;5;5;5;1;2;1;1;5;1;5;5;3;1;5;4;1;5;1;5;1;5;2;3;1;2;1
02;4279;0;1;0;0;1;0;4;4;4;5;4;4;1;4;2;2;2;5;5;5;4;1;5;4;2;2;1;1;2;1;1;5
10;5288;0;1;0;0;0;0;1;5;5;5;1;5;1;1;4;1;1;5;4;1;1;1;3;5;4;1;5;4;1;2;4;5
03;4390;2;0;0;0;1;0;2;4;4;5;1;2;1;1;4;2;1;2;2;2;2;1;4;5;2;2;5;4;2;1;4;4
09;5812;9;1;0;0;0;0;2;4;2;2;4;2;2;2;2;4;4;4;2;4;2;4;4;2;2;2;4;4;4;4;2;2
03;5929;1;1;0;0;0;0;1;1;4;5;1;1;1;1;2;1;1;4;1;4;1;4;4;5;2;2;1;2;2;2;5;2
06;4907;6;0;0;0;1;0;2;2;2;2;2;2;2;4;2;2;4;4;2;4;4;2;2;4;4;2;4;2;2;2;2;4
10;6060;9;1;0;0;0;0;4;5;4;2;4;1;1;5;2;4;5;4;4;5;5;4;4;4;2;4;2;2;1;1;2;2
08;5761;5;1;0;0;0;0;4;2;2;3;4;4;2;2;2;4;2;4;5;5;5;4;4;5;5;2;4;4;2;1;1;2
